capitulo,titulo_capitulo,articulo,texto
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,5. La ley regulará el procedimiento y el ejercicio de esas facultades.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,## Autonomía territorial indígena
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 234
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. La autonomía territorial indígena es la entidad territorial dotada de personalidad jurídica de derecho público y patrimonio propio, donde los pueblos y naciones indígenas ejercen derechos de autonomía en coordinación con las demás entidades territoriales. Es deber del Estado reconocer, promover y garantizar las autonomías territoriales indígenas para el cumplimiento de sus fines."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. La ley, mediante un proceso de participación y consulta previa, creará un procedimiento oportuno, eficiente y transparente para la constitución de las autonomías territoriales indígenas. Dicho procedimiento deberá iniciarse a requerimiento de los pueblos y naciones indígenas interesados, a través de sus autoridades representativas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 235
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,La ley deberá establecer las competencias exclusivas de las autonomías territoriales indígenas y las compartidas con las demás entidades territoriales. Las autonomías territoriales indígenas deberán tener las competencias y el financiamiento necesarios para el adecuado ejercicio del derecho de libre determinación de los pueblos y naciones indígenas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,## Territorios especiales
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 236
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. Son territorios especiales Rapa Nui y el archipiélago Juan Fernández, los que se rigen por sus respectivos estatutos."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. En virtud de las particularidades geográficas, climáticas, ambientales, económicas, sociales y culturales de una determinada entidad territorial o parte de esta, la ley podrá crear territorios especiales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"3. En los territorios especiales, la ley podrá establecer regímenes económicos y administrativos diferenciados, así como su duración, teniendo en consideración las características propias de estas entidades."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 237
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. La ley creará y regulará la administración de un Fondo para Territorios Especiales, cuyos recursos serán destinados exclusivamente a los fines para los cuales fueron creados."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. Asimismo, la Administración central y las entidades territoriales autónomas deberán destinar recursos propios al financiamiento de los territorios especiales respectivos."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 238
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"En el territorio especial de Rapa Nui, el Estado garantiza el derecho a la libre determinación y autonomía del pueblo nación polinésico Rapanui, asegurando los medios para financiar y promover su desarrollo, protección y bienestar en virtud del Acuerdo de Voluntades firmado en 1888, por el cual se incorpora a Chile. Se reconoce al pueblo Rapanui la titularidad colectiva de los derechos sobre el territorio con excepción de los derechos sobre tierras individuales de sus miembros. Un estatuto de autonomía regulará el territorio Rapa Nui."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 239
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"El archipiélago Juan Fernández es un territorio especial conformado por las islas Robinson Crusoe, Alejandro Selkirk, Santa Clara, San Félix y San Ambrosio, y el territorio marítimo adyacente a ellas. El gobierno y la administración de este territorio se regirán por los estatutos especiales que establezca la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 240
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"El territorio chileno antártico, incluyendo sus espacios marítimos, es un territorio especial y zona fronteriza en el cual Chile ejerce respectivamente soberanía y derechos soberanos, con pleno respeto a los tratados ratificados y vigentes. El Estado deberá conservar, proteger y cuidar la Antártica, mediante una política fundada en el conocimiento y orientada a la investigación científica, la colaboración internacional y la paz."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,## Ruralidad
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 241
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. El Estado promueve el desarrollo integral de los territorios rurales y reconoce la ruralidad como una expresión territorial donde las formas de vida y producción se desarrollan en torno a la relación directa de las personas y comunidades con la tierra, el agua y el mar."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. Asimismo, facilitará la participación de las comunidades rurales a nivel local y regional en el diseño y la implementación de programas y políticas públicas que les afectan o conciernen."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 242
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"El Estado adoptará las medidas necesarias para prevenir la violencia y superar las desigualdades que enfrentan mujeres y niñas rurales, promoviendo la implementación de políticas públicas que garanticen el goce igualitario de los derechos que la Constitución consagra."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 243
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"El Estado fomenta los mercados locales, las ferias libres y los circuitos cortos de comercialización e intercambio de bienes y productos relacionados a la ruralidad."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,## Autonomía fiscal
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 244
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. La actividad financiera de las entidades territoriales se realizará coordinadamente entre ellas, el Estado y las autoridades competentes, las cuales deberán cooperar y colaborar entre sí y evitar la duplicidad e interferencia de funciones, velando en todo momento por la satisfacción del interés general."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,2. Lo anterior se aplicará también respecto de todas las competencias o potestades que se atribuyan a las entidades territoriales.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 245
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. Las entidades territoriales autónomas cuentan con autonomía financiera en sus ingresos y gastos para el cumplimiento de sus competencias, la cual deberá ajustarse a los principios de suficiencia, coordinación, equilibrio presupuestario, solidaridad y compensación interterritorial, sostenibilidad, responsabilidad y eficiencia económica."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. La Ley de Presupuestos deberá propender a que, progresivamente, una parte significativa del gasto público sea ejecutado a través de los gobiernos subnacionales, en función de las responsabilidades propias que debe asumir cada nivel de gobierno."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,3. El deber y la facultad de velar por la estabilidad macroeconómica y fiscal serán centralizados.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 246
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. La autonomía financiera de las entidades territoriales implica la facultad de ordenar y gestionar sus finanzas públicas en el marco de la Constitución y las leyes, en beneficio de sus habitantes, bajo los criterios de responsabilidad y sostenibilidad financiera."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. La suficiencia financiera se determinará bajo criterios objetivos tales como correspondencia entre competencias y recursos necesarios para su cumplimiento, equilibrio presupuestario, coordinación, no discriminación arbitraria entre entidades territoriales, igualdad en las prestaciones sociales, desarrollo armónico de los territorios, unidad, objetividad, razonabilidad, oportunidad y transparencia."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 247
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,Las entidades territoriales tendrán las siguientes fuentes de ingresos:
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- a) Los recursos asignados por la Ley de Presupuestos.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- b) Los impuestos en favor de la entidad territorial.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- c) La distribución de los impuestos establecida en la Ley de Presupuestos.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- d) Las tasas y contribuciones.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- e) La distribución de los fondos solidarios.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- f) La transferencia fiscal interterritorial.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- g) La administración y aprovechamiento de su patrimonio.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"- h) Las donaciones, las herencias y los legados que reciban conforme a la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- i) Otras que determinen la Constitución y la ley.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 248
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,1. Los ingresos fiscales generados por impuestos son distribuidos entre la Administración central y las entidades territoriales en la forma establecida en la Ley de Presupuestos.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. La ley definirá el órgano encargado de recopilar y sistematizar la información necesaria para proponer al Poder Legislativo las fórmulas de distribución de los ingresos fiscales, de compensación fiscal entre entidades territoriales y de los recursos a integrar en los diversos fondos. Para estos efectos, se deberá considerar la participación y representación de las entidades territoriales."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"3. Durante el trámite legislativo presupuestario, el órgano competente sugerirá una fórmula de distribución de ingresos fiscales, la cual considerará los criterios de distribución establecidos por la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 249
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,1. La Administración y las entidades territoriales deben contribuir a la corrección de las desigualdades que existan entre ellas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,2. La ley establecerá fondos de compensación para las entidades territoriales
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"con una menor capacidad fiscal. El órgano competente, sobre la base de criterios objetivos, sugerirá al legislador los recursos que deberán ser integrados a estos fondos."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,3. La ley establecerá un fondo de contingencia y estabilización macroeconómica para garantizar los recursos de las entidades territoriales ante fluctuaciones de ingresos ordinarios.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"4. En virtud de la solidaridad interterritorial, la Administración central deberá realizar transferencias directas incondicionales a las entidades territoriales que cuenten con ingresos fiscales inferiores a la mitad del promedio ponderado de estas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,5. Las regiones y comunas autónomas que cuenten con ingresos por sobre el promedio ponderado de ingresos fiscales transferirán recursos a aquellas equivalentes con ingresos bajo el promedio. El órgano competente sugerirá una fórmula al legislador para realizar tales transferencias.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 250
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"Los gobiernos regionales y locales podrán emitir deuda en conformidad con lo que disponga la ley, general o especial, la que establecerá al menos las siguientes regulaciones:"
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- a) La prohibición de destinar los fondos recaudados mediante emisión de deuda o empréstitos al financiamiento de gasto corriente.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- b) Los mecanismos que garanticen que la deuda sea íntegra y debidamente servida por el deudor.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- c) La prohibición del establecimiento de garantías o cauciones del fisco.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- d) El establecimiento de límites máximos de endeudamiento como porcentaje del presupuesto anual del gobierno regional y municipal respectivo y la obligación de mantener una clasificación de riesgo actualizada.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- e) Restricciones en períodos electorales.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,- f) Estos recursos no podrán ser destinados a remuneraciones ni a gasto corriente.
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 251
Capítulo VII,Poder Legislativo,Artículo 164,El Poder Legislativo se compone del Congreso de Diputadas y Diputados y de
Capítulo VII,Poder Legislativo,Artículo 164,la Cámara de las Regiones.
Capítulo VII,Poder Legislativo,Artículo 164,## Congreso de Diputadas y Diputados
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 252
Capítulo VII,Poder Legislativo,Artículo 164,"1. El Congreso de Diputadas y Diputados es un órgano deliberativo, paritario y plurinacional que representa al pueblo. Concurre a la formación de las leyes y ejerce las demás facultades encomendadas por la Constitución."
Capítulo VII,Poder Legislativo,Artículo 164,"2. El Congreso está integrado por un número no inferior a ciento cincuenta y cinco integrantes electos en votación directa por distritos electorales. Una ley de acuerdo regional determinará el número de integrantes, los distritos electorales y la forma de su elección, atendiendo al criterio de proporcionalidad."
Capítulo VII,Poder Legislativo,Artículo 164,"3. Los escaños reservados en el Congreso de Diputadas y Diputados para los pueblos y naciones indígenas serán elegidos en un distrito único nacional. Su número se define en forma proporcional a la población indígena en relación con la población total del país. Se deben adicionar al número total de integrantes del Congreso. La ley regulará los requisitos, los procedimientos y la distribución de los escaños reservados."
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 253
Capítulo VII,Poder Legislativo,Artículo 164,Son atribuciones exclusivas del Congreso de Diputadas y Diputados:
Capítulo VII,Poder Legislativo,Artículo 164,- a) Fiscalizar los actos del Gobierno. Para ejercer esta atribución puede:
Capítulo VII,Poder Legislativo,Artículo 164,"    1. Adoptar acuerdos o sugerir observaciones, los que se transmitirán por escrito a la Presidenta o al Presidente de la República, quien dentro de los treinta días contados desde la comunicación deberá dar respuesta fundada por medio de la ministra o del ministro de Estado que corresponda."
Capítulo VII,Poder Legislativo,Artículo 164,"    2. Solicitar, con el patrocinio de un cuarto de sus integrantes, antecedentes a la Presidenta o al Presidente de la República sobre el contenido o los fundamentos de los actos del Gobierno, quien deberá contestar fundadamente por medio de la ministra o del ministro de Estado que corresponda dentro de los tres días desde su comunicación. En ningún caso estos actos afectarán la responsabilidad política de las ministras y los ministros de Estado."
Capítulo VII,Poder Legislativo,Artículo 164,"    3. Crear comisiones especiales investigadoras a petición de a lo menos dos quintos de sus integrantes en ejercicio, con el objeto de reunir informaciones relativas a determinados actos del Gobierno. Las comisiones investigadoras, a petición de un tercio de sus miembros, podrán despachar citaciones y solicitar antecedentes. Toda persona que sea citada por estas comisiones estará obligada a comparecer y a suministrar los antecedentes y las informaciones que se le soliciten. No obstante, una misma comisión investigadora no podrá citar más de tres veces a la misma persona sin previo acuerdo de la mayoría de sus integrantes."
Capítulo VII,Poder Legislativo,Artículo 164,"- b) Declarar, cuando la Presidenta o el Presidente presente la renuncia a su cargo, si los motivos que la originan son o no fundados y, en consecuencia, admitirla o desecharla."
Capítulo VII,Poder Legislativo,Artículo 164,- c) Declarar si ha lugar o no respecto de las acusaciones que no menos de diez ni más de veinte de sus integrantes formulen en contra de:
Capítulo VII,Poder Legislativo,Artículo 164,"    1. La Presidenta o el Presidente de la República, por actos de su administración que hayan comprometido gravemente el honor o la seguridad del Estado o infringido abiertamente la Constitución o las leyes. Esta acusación podrá interponerse mientras la Presidenta o el Presidente esté en funciones y en los seis meses siguientes a su expiración en el cargo. Durante este último tiempo no podrá ausentarse de la república sin acuerdo del Congreso de Diputadas y Diputados."
Capítulo VII,Poder Legislativo,Artículo 164,"    2. Las ministras y los ministros de Estado, por haber comprometido gravemente el honor o la seguridad del Estado, por infringir la Constitución o las leyes o haber dejado estas sin ejecución y por los delitos de traición, concusión, malversación de fondos públicos y soborno."
Capítulo VII,Poder Legislativo,Artículo 164,"    3. Las juezas y los jueces de las cortes de apelaciones y la Corte Suprema y la contralora o el contralor general de la república, por notable abandono de sus deberes."
Capítulo VII,Poder Legislativo,Artículo 164,"    4. Las y los generales o almirantes de las instituciones pertenecientes a las Fuerzas Armadas, el general director de Carabineros de Chile y el director general de la Policía de Investigaciones de Chile, por haber comprometido gravemente el honor o la seguridad del Estado."
Capítulo VII,Poder Legislativo,Artículo 164,"    5. Las gobernadoras y los gobernadores regionales, por infracción de la Constitución y por los delitos de traición, sedición, malversación de fondos públicos y concusión."
Capítulo VII,Poder Legislativo,Artículo 164,    
Capítulo VII,Poder Legislativo,Artículo 164,    La acusación se tramitará conforme a la ley que regula la materia.
Capítulo VII,Poder Legislativo,Artículo 164,    
Capítulo VII,Poder Legislativo,Artículo 164,"    Las acusaciones referidas en los números 2), 3), 4) y 5) podrán interponerse mientras la persona afectada esté en funciones o en los tres meses siguientes a la expiración en su cargo. Interpuesta la acusación, no podrá ausentarse del país sin permiso del Congreso de Diputadas y Diputados y no podrá hacerlo en caso alguno si la acusación ya estuviera aprobada por este."
Capítulo VII,Poder Legislativo,Artículo 164,    
Capítulo VII,Poder Legislativo,Artículo 164,    Para declarar que ha lugar la acusación en contra de la Presidenta o el Presidente de la República o de un gobernador regional se necesitará el voto de la mayoría de las diputadas y los diputados en ejercicio. La persona acusada no quedará suspendida de sus funciones.
Capítulo VII,Poder Legislativo,Artículo 164,    
Capítulo VII,Poder Legislativo,Artículo 164,    En los demás casos se requerirá el voto de la mayoría de las diputadas y los diputados presentes y la persona acusada quedará suspendida en sus funciones desde el momento en que el Congreso de Diputadas y Diputados declare que ha lugar la acusación. La suspensión cesará si la Cámara de las Regiones desestima la acusación o si no se pronuncia dentro de los treinta días siguientes.
Capítulo VII,Poder Legislativo,Artículo 164,    
Capítulo VII,Poder Legislativo,Artículo 164,- d) Otorgar su acuerdo para que la Presidenta o el Presidente de la República pueda ausentarse del país por más de treinta días o a contar del tercer domingo de noviembre del año anterior a aquel en que deba cesar en el cargo quien esté en funciones.
Capítulo VII,Poder Legislativo,Artículo 164,"- e) Supervisar periódicamente la ejecución del presupuesto asignado a defensa, así como la implementación de la política de defensa nacional y la política militar."
Capítulo VII,Poder Legislativo,Artículo 164,- f) Las otras que establezca la Constitución.
Capítulo VII,Poder Legislativo,Artículo 164,## Cámara de las Regiones
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 254
Capítulo VII,Poder Legislativo,Artículo 164,"1. La Cámara de las Regiones es un órgano deliberativo, paritario y plurinacional de representación regional encargado de concurrir a la formación de las leyes de acuerdo regional y de ejercer las demás facultades encomendadas por esta Constitución."
Capítulo VII,Poder Legislativo,Artículo 164,"2. Sus integrantes se denominan representantes regionales y se eligen en votación popular, conjuntamente con las autoridades comunales y regionales, tres años después de la elección presidencial y del Congreso."
Capítulo VII,Poder Legislativo,Artículo 164,"3. La ley determinará el número de representantes regionales que se elegirán por región, el que deberá ser el mismo para cada región y en ningún caso inferior a tres, asegurando que la integración final del órgano respete el principio de paridad. Asimismo, la ley regulará la integración de los escaños reservados en la Cámara de las Regiones."
Capítulo VII,Poder Legislativo,Artículo 164,"4. La ley especificará sus derechos y obligaciones especiales, las que, en todo caso, deberán incluir la obligación de rendir cuenta periódicamente ante la asamblea regional que representa."
Capítulo VII,Poder Legislativo,Artículo 164,5. También podrán ser especialmente convocadas y convocados al efecto.
Capítulo VII,Poder Legislativo,Artículo 164,La Cámara de las Regiones no podrá fiscalizar los actos del Gobierno ni la institucionalidad que de él dependan.
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 255
Capítulo VII,Poder Legislativo,Artículo 164,1. Es atribución exclusiva de la Cámara de las Regiones conocer de las acusaciones que entable el Congreso de Diputadas y Diputados.
Capítulo VII,Poder Legislativo,Artículo 164,2. La Cámara de las Regiones resolverá como jurado y se limitará a declarar si la persona acusada es o no culpable.
Capítulo VII,Poder Legislativo,Artículo 164,"3. La declaración de culpabilidad deberá ser pronunciada por los dos tercios de sus integrantes en ejercicio cuando se trate de una acusación en contra de la Presidenta o del Presidente de la República o de un gobernador regional. En los demás casos, por la mayoría de sus integrantes en ejercicio."
Capítulo VII,Poder Legislativo,Artículo 164,"4. La persona declarada culpable queda destituida de su cargo y no podrá desempeñar ningún otro cargo de exclusiva confianza de la Presidenta o del Presidente durante el tiempo que reste de su mandato o presentarse al cargo de elección popular del cual fue destituida en la siguiente elección, según corresponda."
Capítulo VII,Poder Legislativo,Artículo 164,"5. La funcionaria o el funcionario declarado culpable será juzgado de acuerdo con las leyes por el tribunal competente, tanto para la aplicación de la pena señalada al delito, si lo hubiera, como para hacer efectiva la responsabilidad civil por los daños y perjuicios causados al Estado o a particulares."
Capítulo VII,Poder Legislativo,Artículo 164,## Disposiciones comunes al Poder Legislativo
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 256
Capítulo VII,Poder Legislativo,Artículo 164,"1. El Congreso de Diputadas y Diputados y la Cámara de las Regiones no podrán entrar en sesión ni adoptar acuerdos sin la concurrencia de la tercera parte de sus miembros en ejercicio. Toman sus decisiones por la mayoría de sus integrantes presentes, salvo que esta Constitución disponga un quorum diferente."
Capítulo VII,Poder Legislativo,Artículo 164,"2. La ley establecerá sus reglas de organización, funcionamiento y tramitación, la que podrá ser complementada con los reglamentos de funcionamiento que estos órganos dicten."
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 257
Capítulo VII,Poder Legislativo,Artículo 164,"1. Para que una persona sea elegida diputada, diputado o representante regional debe ser ciudadana con derecho a sufragio, haber cumplido dieciocho años de edad al día de la elección y tener residencia en el territorio correspondiente durante un plazo no inferior a dos años en el caso de las diputadas o los diputados y de cuatro años en el caso de representantes regionales, contados hacia atrás desde el día de la elección."
Capítulo VII,Poder Legislativo,Artículo 164,2. Se entenderá que tienen su residencia en el territorio correspondiente mientras ejerzan su cargo.
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 258
Capítulo VII,Poder Legislativo,Artículo 164,1. No pueden postular al Congreso de Diputadas y Diputados ni a la Cámara de
Capítulo VII,Poder Legislativo,Artículo 164,las Regiones:
Capítulo VII,Poder Legislativo,Artículo 164,    - a) Quien ejerza la Presidencia de la República o quien le subrogue en el ejercicio de la Presidencia al tiempo de la elección.
Capítulo VII,Poder Legislativo,Artículo 164,    - b) Las ministras y los ministros de Estado y las subsecretarias y los subsecretarios.
Capítulo VII,Poder Legislativo,Artículo 164,    - c) Las autoridades regionales y comunales de elección popular.
Capítulo VII,Poder Legislativo,Artículo 164,    - d) Las consejeras y los consejeros del Banco Central.
Capítulo VII,Poder Legislativo,Artículo 164,    - e) Las consejeras y los consejeros del Consejo Directivo del Servicio Electoral.
Capítulo VII,Poder Legislativo,Artículo 164,    - f) Quienes desempeñen cargos superiores o directivos en los órganos autónomos.
Capítulo VII,Poder Legislativo,Artículo 164,    - g) Quienes ejerzan jurisdicción en los Sistemas de Justicia.
Capítulo VII,Poder Legislativo,Artículo 164,    - h) Quienes integren la Corte Constitucional.
Capítulo VII,Poder Legislativo,Artículo 164,    - i) Quienes integren el Tribunal Calificador de Elecciones y los tribunales electorales regionales.
Capítulo VII,Poder Legislativo,Artículo 164,    - j) La contralora o el contralor general de la república.
Capítulo VII,Poder Legislativo,Artículo 164,"    - k) Quienes ejerzan los cargos de fiscal nacional, fiscales regionales o fiscales adjuntos del Ministerio Público."
Capítulo VII,Poder Legislativo,Artículo 164,    - l) Las funcionarias o los funcionarios en servicio activo de las policías.
Capítulo VII,Poder Legislativo,Artículo 164,    - m) Las personas naturales o administradores de personas jurídicas que celebren o caucionen contratos con el Estado.
Capítulo VII,Poder Legislativo,Artículo 164,    - n) Las y los militares en servicio activo.
Capítulo VII,Poder Legislativo,Artículo 164,"2. Las inhabilidades establecidas en este artículo serán aplicables a quienes hayan tenido las calidades o cargos antes mencionados dentro del año inmediatamente anterior a la elección, excepto respecto de las personas mencionadas en la letra m), las que no deberán reunir esas condiciones al momento de inscribir su candidatura, y de las indicadas en las letras k), l) y n), respecto de las cuales el plazo de la inhabilidad será de los dos años inmediatamente anteriores a la elección."
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 259
Capítulo VII,Poder Legislativo,Artículo 164,"1. Los cargos de diputada o diputado y de representante regional son incompatibles entre sí, con otros cargos de representación y con todo empleo, función, comisión o cargo de carácter público o privado."
Capítulo VII,Poder Legislativo,Artículo 164,"2. Por el solo hecho de su proclamación por el Tribunal Calificador de Elecciones, cesarán en el otro cargo, empleo, función o comisión incompatible que desempeñen."
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 260
Capítulo VII,Poder Legislativo,Artículo 164,"1. Diputadas, diputados y representantes regionales son inviolables por las opiniones que manifiesten y los votos que emitan en el desempeño de sus cargos."
Capítulo VII,Poder Legislativo,Artículo 164,"2. Desde el día de su elección o investidura, no se les puede acusar o privar de libertad, salvo en caso de delito flagrante, si la corte de apelaciones de la jurisdicción respectiva, en pleno, no declara previamente haber lugar a la formación de causa. En contra de las resoluciones que al respecto dicten estas cortes podrá apelarse ante la Corte Suprema."
Capítulo VII,Poder Legislativo,Artículo 164,"3. En caso de que se les detenga por delito flagrante, serán puestos inmediatamente a disposición de la corte de apelaciones respectiva, con la información sumaria correspondiente. La Corte procederá conforme a lo dispuesto en el inciso anterior."
Capítulo VII,Poder Legislativo,Artículo 164,"4. Desde el momento en que se declare, por resolución firme, haber lugar a formación de causa, se les suspenderá de su cargo y se sujetarán al juez competente."
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 261
Capítulo VII,Poder Legislativo,Artículo 164,"1. Cesará en el cargo la diputada, el diputado o representante regional:"
Capítulo VII,Poder Legislativo,Artículo 164,"    - a) Que se ausente del país por más de treinta días sin permiso de la corporación respectiva o, en receso de esta, de su Mesa Directiva."
Capítulo VII,Poder Legislativo,Artículo 164,"    - b) Que, durante su ejercicio, celebre o caucione contratos con el Estado, o actúe como procuradora o procurador o agente en gestiones particulares de carácter administrativo, en la provisión de empleos públicos, consejerías, funciones o comisiones de similar naturaleza. Esta inhabilidad tendrá lugar sea que actúe por sí o por interpósita persona, natural o jurídica."
Capítulo VII,Poder Legislativo,Artículo 164,"    - c) Que, durante su ejercicio, actúe como abogada o abogado o mandataria o mandatario en cualquier clase de juicio, que ejercite cualquier influencia ante las autoridades administrativas o judiciales en favor o representación del empleador o de las trabajadoras y los trabajadores en negociaciones o conflictos laborales, sean del sector público o privado, o que intervenga en ellos ante cualquiera de las partes."
Capítulo VII,Poder Legislativo,Artículo 164,"    - d) Que haya infringido gravemente las normas sobre transparencia, límites y control del gasto electoral, desde la fecha que lo declare por sentencia firme el Tribunal Calificador de Elecciones, a requerimiento del Consejo Directivo del Servicio Electoral. Una ley señalará los casos en que existe una infracción grave."
Capítulo VII,Poder Legislativo,Artículo 164,"    - e) Que, durante su ejercicio, pierda algún requisito general de elegibilidad o incurra en una causal de inhabilidad de las establecidas en este capítulo."
Capítulo VII,Poder Legislativo,Artículo 164,"2. Diputadas, diputados y representantes regionales podrán renunciar a sus cargos cuando les afecte una enfermedad grave, debidamente acreditada, que les impida desempeñarlos, y así lo califique el Tribunal Calificador de Elecciones."
Capítulo VII,Poder Legislativo,Artículo 164,"3. En caso de vacancia de una diputada o un diputado o de una o un representante regional, la ley determinará su forma de reemplazo. Su reemplazante debe reunir los requisitos establecidos por esta Constitución para ser elegido en el cargo respectivo y le alcanzarán las mismas inhabilidades e incompatibilidades. Se asegurará a todo evento la composición paritaria del órgano."
Capítulo VII,Poder Legislativo,Artículo 164,### Artículo 262
Capítulo VII,Poder Legislativo,Artículo 164,"Diputadas, diputados y representantes regionales se renuevan en su totalidad cada cuatro años y pueden ser reelegidos sucesivamente en el cargo hasta por un período. Para estos efectos se entenderá que han ejercido su cargo durante un período cuando han cumplido más de la mitad de su mandato."
Capítulo VII,Poder Legislativo,Artículo 164,## Sesiones conjuntas del Congreso de Diputadas y Diputados y de la Cámara de las Regiones
Capítulo VII,Poder Legislativo,Artículo 263,El Congreso de Diputadas y Diputados y la Cámara de las Regiones se reunirán en sesión conjunta para:
Capítulo VII,Poder Legislativo,Artículo 263,- a) Inaugurar el año legislativo.
Capítulo VII,Poder Legislativo,Artículo 263,- b) Tomar el juramento o promesa de la Presidenta o el Presidente electo al momento de asumir el cargo.
Capítulo VII,Poder Legislativo,Artículo 263,- c) Recibir la cuenta pública anual de la Presidenta o el Presidente.
Capítulo VII,Poder Legislativo,Artículo 263,"- d) Elegir a la Presidenta o al Presidente en el caso de vacancia, si faltaran menos de dos años para la próxima elección."
Capítulo VII,Poder Legislativo,Artículo 263,- e) Autorizar o prorrogar los estados de excepción constitucional según corresponda.
